ndc,order_id,vendor_name,order_date,received_date,quantity_ordered,quantity_received,program_flag
83194-2700-52,OR001227,James-Evans,2025-05-07,2025-05-14,167,413,340B
14773-3154-79,OR001228,Harris-Flores,2025-05-14,2025-05-22,258,228,GPO
32109-4667-15,OR001229,Hill and Sons,2025-05-27,2025-05-25,133,252,GPO
12891-2797-84,OR001230,"Jackson, White and Yang",2025-05-20,2025-05-23,450,404,WAC
19461-5386-55,OR001231,Russo Group,2025-05-11,2025-05-20,464,275,GPO
25913-3240-37,OR001232,Brown-Copeland,2025-05-03,2025-05-19,243,414,WAC
34825-2263-67,OR001233,Nelson LLC,2025-05-07,2025-05-07,413,210,WAC
52564-3256-37,OR001234,"Phillips, Bond and Castro",2025-05-13,2025-05-20,488,366,WAC
19672-2109-31,OR001235,Miller-Carlson,2025-05-28,2025-05-14,334,143,WAC
40654-9824-80,OR001236,Jensen-Rocha,2025-05-09,2025-05-10,309,438,340B
53426-1256-84,OR001237,Rojas PLC,2025-05-25,2025-05-07,434,253,340B
97101-9543-16,OR001238,Gaines and Sons,2025-05-24,2025-05-22,242,245,340B
32062-2833-80,OR001239,Brown-Yates,2025-05-23,2025-05-24,328,143,GPO
48662-2948-41,OR001240,Harris-Schmidt,2025-05-24,2025-05-06,483,288,WAC
73988-7647-45,OR001241,Wright Ltd,2025-05-01,2025-05-25,488,230,WAC
93725-7637-10,OR001242,"Benson, Sweeney and Mcclure",2025-05-07,2025-05-13,244,188,WAC
53426-1256-84,OR001243,Farrell-Banks,2025-05-07,2025-05-08,163,308,GPO
10655-7096-61,OR001244,Obrien PLC,2025-05-13,2025-05-15,353,475,GPO
68279-3029-90,OR001245,Murray-Jordan,2025-05-12,2025-05-28,314,365,GPO
41324-7548-19,OR001246,Singh and Sons,2025-05-20,2025-05-15,401,109,340B
12034-5397-25,OR001247,Ware-Monroe,2025-05-05,2025-05-08,192,182,WAC
63752-8405-88,OR001248,Russell and Sons,2025-05-24,2025-05-03,452,471,WAC
89328-5616-94,OR001249,"Thomas, Russell and Rice",2025-05-17,2025-05-07,147,341,WAC
53021-4531-95,OR001250,Burke PLC,2025-05-13,2025-05-22,407,380,GPO
55693-7673-85,OR001251,Anderson-Blake,2025-05-24,2025-05-06,373,296,340B
42833-8079-10,OR001252,Ramirez-Nicholson,2025-05-02,2025-05-10,479,336,GPO
28669-4141-66,OR001253,Solis and Sons,2025-05-10,2025-05-04,354,325,GPO
27773-5316-18,OR001254,Davis Ltd,2025-05-12,2025-05-17,369,477,WAC
89396-3878-62,OR001255,Morales-Medina,2025-05-20,2025-05-02,335,256,WAC
78613-2121-58,OR001256,Pacheco-Wood,2025-05-18,2025-05-23,460,390,340B
31230-2949-74,OR001257,Martinez Inc,2025-05-24,2025-05-04,305,125,340B
44853-3901-77,OR001258,"Barnes, Thomas and Hall",2025-05-07,2025-05-02,414,361,GPO
72849-5105-51,OR001259,"Garza, Garrison and Wall",2025-05-10,2025-05-04,128,293,GPO
39385-7723-49,OR001260,King-Thompson,2025-05-13,2025-05-23,228,148,WAC
73814-5775-50,OR001261,Thompson-Roberts,2025-05-26,2025-05-16,238,334,WAC
51315-2610-79,OR001262,Ramirez Inc,2025-05-21,2025-05-21,115,103,WAC
69335-6896-57,OR001263,Parrish-Walton,2025-05-04,2025-05-05,175,403,WAC
86134-8890-39,OR001264,"Frederick, Wang and Hill",2025-05-09,2025-05-01,396,91,GPO
72849-5105-51,OR001265,"Graham, Woods and Dean",2025-05-13,2025-05-11,317,436,WAC
90449-8632-27,OR001266,"Rasmussen, Cox and Hurley",2025-05-19,2025-05-01,140,465,WAC
93725-6530-48,OR001267,Costa and Sons,2025-05-28,2025-05-17,335,494,WAC
90449-8632-27,OR001268,Bennett Inc,2025-05-03,2025-05-24,104,493,WAC
46802-8333-96,OR001269,Williams-Jenkins,2025-05-19,2025-05-06,225,271,340B
70488-2496-33,OR001270,"Wright, Goodman and Hebert",2025-05-16,2025-05-14,475,223,WAC
81649-8043-53,OR001271,Bradley-Washington,2025-05-16,2025-05-11,451,112,WAC
68701-7547-40,OR001272,Mcintosh PLC,2025-05-24,2025-05-21,283,478,WAC
12846-1701-99,OR001273,Huynh-Jones,2025-05-26,2025-05-02,119,123,WAC
56950-1684-99,OR001274,"Martinez, Black and Carpenter",2025-05-18,2025-05-26,455,105,340B
84723-2258-45,OR001275,Woodard-Cole,2025-05-27,2025-05-28,277,247,GPO
62543-9556-12,OR001276,Santiago-Rojas,2025-05-16,2025-05-28,393,112,340B
88047-8782-37,OR001277,Wilson Group,2025-05-17,2025-05-12,354,312,GPO
15893-8006-79,OR001278,Gonzales-Patterson,2025-05-12,2025-05-13,441,480,WAC
80085-9578-85,OR001279,Anderson LLC,2025-05-22,2025-05-23,241,397,WAC
12034-5397-25,OR001280,Garcia Group,2025-05-15,2025-05-14,462,187,WAC
31179-7457-81,OR001281,Carter PLC,2025-05-06,2025-05-05,223,232,340B
12890-9776-38,OR001282,"Foley, Adams and Wright",2025-05-11,2025-05-21,374,327,340B
58080-2853-70,OR001283,"Sanchez, Henderson and Sanchez",2025-05-09,2025-05-21,440,240,340B
87754-3835-16,OR001284,Harrison Group,2025-05-24,2025-05-19,179,483,WAC
67671-2432-86,OR001285,Mathis and Sons,2025-05-21,2025-05-26,473,332,WAC
80029-1765-73,OR001286,Smith and Sons,2025-05-11,2025-05-02,197,391,GPO
40654-9824-80,OR001287,Garcia LLC,2025-05-15,2025-05-24,405,171,WAC
62543-9556-12,OR001288,Bell-Petersen,2025-05-26,2025-05-25,288,424,GPO
80413-9349-36,OR001289,Chavez-Stokes,2025-05-18,2025-05-07,239,177,340B
66693-8497-83,OR001290,Larsen Inc,2025-05-22,2025-05-08,460,473,WAC
53379-6004-98,OR001291,Hunter and Sons,2025-05-27,2025-05-01,498,489,340B
58080-2853-70,OR001292,Murphy-Simpson,2025-05-05,2025-05-07,428,359,WAC
60335-3893-93,OR001293,Holland Group,2025-05-13,2025-05-12,495,432,WAC
28338-6319-30,OR001294,Lee LLC,2025-05-05,2025-05-02,498,223,GPO
23205-9794-89,OR001295,"Doyle, White and Johnson",2025-05-07,2025-05-08,100,340,GPO
61069-4330-26,OR001296,Reilly PLC,2025-05-22,2025-05-16,315,414,GPO
79464-4512-50,OR001297,Barry-Gonzalez,2025-05-17,2025-05-28,443,162,GPO
42833-8079-10,OR001298,"Brooks, Thompson and Smith",2025-05-13,2025-05-02,252,146,GPO
41732-4475-29,OR001299,Watkins-Horne,2025-05-18,2025-05-19,160,250,340B
80831-8102-90,OR001300,"Rogers, Barry and Brown",2025-05-06,2025-05-04,495,268,WAC
40941-1767-28,OR001301,Long and Sons,2025-05-11,2025-05-28,183,456,340B
12846-1701-99,OR001302,Schultz-Jones,2025-05-17,2025-05-21,352,121,GPO
73716-6575-66,OR001303,Garza Group,2025-05-03,2025-05-05,329,277,WAC
73604-7811-86,OR001304,Rogers-Glover,2025-05-02,2025-05-01,140,407,GPO
87923-2829-53,OR001305,"Cox, Walker and Jones",2025-05-27,2025-05-24,243,353,340B
51315-2610-79,OR001306,"Scott, Johnson and Weeks",2025-05-28,2025-05-11,160,133,340B
83259-1541-35,OR001307,Rodgers-Sloan,2025-05-12,2025-05-14,359,252,GPO
54897-5936-18,OR001308,Nelson-Brandt,2025-05-24,2025-05-14,167,289,WAC
79833-2829-70,OR001309,Foster Ltd,2025-05-25,2025-05-21,143,108,GPO
95765-1814-66,OR001310,"Williams, Little and Moore",2025-05-26,2025-05-02,415,381,340B
77809-1449-35,OR001311,"Zavala, King and Atkinson",2025-05-22,2025-05-01,169,338,GPO
14637-2276-75,OR001312,Murillo Group,2025-05-11,2025-05-10,285,259,GPO
63842-6371-48,OR001313,Peters Inc,2025-05-11,2025-05-26,192,101,340B
33518-3568-24,OR001314,Stuart Group,2025-05-23,2025-05-11,365,334,340B
71307-2488-64,OR001315,"Lewis, Huff and Lawrence",2025-05-27,2025-05-04,102,89,GPO
66803-9939-85,OR001316,Lawrence and Sons,2025-05-22,2025-05-06,355,397,340B
95153-5139-60,OR001317,"Church, Martin and Dean",2025-05-24,2025-05-01,126,197,WAC
32967-6541-89,OR001318,Gomez LLC,2025-05-17,2025-05-16,145,212,GPO
72399-7465-87,OR001319,"Ferguson, Oliver and Charles",2025-05-18,2025-05-11,347,422,340B
33125-9779-38,OR001320,Gonzalez-Lewis,2025-05-05,2025-05-18,431,181,GPO
99268-6528-17,OR001321,"Blake, Smith and Wilson",2025-05-04,2025-05-03,335,234,WAC
73604-7811-86,OR001322,Fuentes Ltd,2025-05-12,2025-05-20,336,325,340B
52535-2692-60,OR001323,Olsen and Sons,2025-05-15,2025-05-17,180,394,WAC
26314-6281-52,OR001324,Johnson Group,2025-05-02,2025-05-21,312,145,GPO
65761-9089-15,OR001325,Trujillo-Sanford,2025-05-14,2025-05-26,338,203,340B
62543-9556-12,OR001326,"Munoz, Robinson and Combs",2025-05-11,2025-05-14,370,457,GPO
43176-3980-85,OR001327,Thompson Ltd,2025-05-14,2025-05-22,493,163,WAC
28927-7768-41,OR001328,"Delgado, Curry and Tran",2025-05-20,2025-05-19,331,337,GPO
53828-8546-76,OR001329,Taylor LLC,2025-05-20,2025-05-16,218,430,WAC
85960-5939-38,OR001330,"Levy, Coleman and Yates",2025-05-06,2025-05-26,361,130,340B
12891-2797-84,OR001331,Jensen-Carroll,2025-05-02,2025-05-06,465,499,GPO
65761-9089-15,OR001332,West-Hodge,2025-05-08,2025-05-27,400,216,WAC
98668-3370-33,OR001333,"Rodriguez, Rhodes and Hale",2025-05-19,2025-05-20,146,207,WAC
70333-5851-42,OR001334,Gilbert LLC,2025-05-16,2025-05-04,423,412,340B
37202-8299-35,OR001335,Welch-Owens,2025-05-03,2025-05-22,260,101,GPO
18556-7178-41,OR001336,Avila-Daniels,2025-05-15,2025-05-03,122,120,GPO
81269-1007-26,OR001337,Rollins Group,2025-05-17,2025-05-17,367,138,GPO
36473-9049-88,OR001338,Ross-Williams,2025-05-12,2025-05-21,368,97,340B
73988-7647-45,OR001339,Green Ltd,2025-05-22,2025-05-28,470,444,340B
34245-7886-71,OR001340,Smith-Washington,2025-05-12,2025-05-04,234,368,340B
52564-3256-37,OR001341,Powell-Johnson,2025-05-16,2025-05-04,227,464,340B
80938-2021-68,OR001342,Mason Group,2025-05-17,2025-05-27,202,130,GPO
53697-7122-79,OR001343,Fernandez Group,2025-05-22,2025-05-05,436,109,GPO
34334-3755-44,OR001344,Floyd and Sons,2025-05-17,2025-05-17,212,475,WAC
85320-2546-66,OR001345,King-Gray,2025-05-08,2025-05-01,486,278,340B
85235-1789-99,OR001346,"Smith, Matthews and Phillips",2025-05-05,2025-05-11,246,99,GPO
94692-7091-12,OR001347,Moss-Barrera,2025-05-24,2025-05-02,306,300,340B
54897-5936-18,OR001348,Powell-Rangel,2025-05-25,2025-05-09,300,393,GPO
22840-5947-97,OR001349,"Jacobs, Bailey and Brewer",2025-05-18,2025-05-05,215,117,340B
45206-4286-61,OR001350,Mcdonald PLC,2025-05-26,2025-05-04,152,497,WAC
59322-3085-87,OR001351,Powell-Bailey,2025-05-18,2025-05-22,486,115,WAC
35528-3716-57,OR001352,Bowman-Evans,2025-05-06,2025-05-11,393,461,GPO
81517-4292-22,OR001353,Hicks Ltd,2025-05-07,2025-05-04,341,387,GPO
76400-7413-55,OR001354,"Carr, Romero and Edwards",2025-05-20,2025-05-21,414,227,340B
41083-1284-27,OR001355,Bradford-Novak,2025-05-26,2025-05-15,113,353,WAC
83993-2627-64,OR001356,Griffin-Ramos,2025-05-10,2025-05-01,229,344,340B
56659-5899-78,OR001357,Drake-Anderson,2025-05-01,2025-05-25,118,307,WAC
55693-7673-85,OR001358,Douglas and Sons,2025-05-02,2025-05-09,216,198,340B
68410-3439-86,OR001359,Sullivan-Jackson,2025-05-25,2025-05-22,420,286,GPO
60335-3893-93,OR001360,"Richardson, Haas and Nunez",2025-05-28,2025-05-10,369,272,GPO
75859-5946-44,OR001361,Johnson-Gonzalez,2025-05-23,2025-05-03,117,300,340B
78103-1224-15,OR001362,Davis-Young,2025-05-23,2025-05-04,234,281,GPO
15647-3505-75,OR001363,Hall-Clark,2025-05-12,2025-05-16,398,157,GPO
78572-5008-66,OR001364,Clark Inc,2025-05-02,2025-05-22,232,483,GPO
25966-5473-34,OR001365,Williams-Rogers,2025-05-18,2025-05-17,165,180,WAC
50012-1841-19,OR001366,"Nelson, Romero and Johnson",2025-05-08,2025-05-21,171,90,GPO
41083-1284-27,OR001367,Snyder Inc,2025-05-21,2025-05-23,196,242,WAC
48976-6024-32,OR001368,"Nguyen, Williams and Brown",2025-05-08,2025-05-26,425,492,GPO
57509-5465-31,OR001369,Wells Group,2025-05-19,2025-05-11,227,490,WAC
34278-9373-14,OR001370,Huang-Cordova,2025-05-08,2025-05-02,270,242,WAC
63842-6371-48,OR001371,Leach-Wong,2025-05-02,2025-05-06,311,171,WAC
68999-4643-51,OR001372,Flores Ltd,2025-05-18,2025-05-26,333,487,WAC
91915-2087-53,OR001373,"Velazquez, Travis and Obrien",2025-05-09,2025-05-24,370,297,340B
75862-5818-37,OR001374,"Daniel, Sherman and Price",2025-05-24,2025-05-28,360,438,340B
48253-6387-61,OR001375,Smith Inc,2025-05-26,2025-05-04,248,358,GPO
90405-1663-24,OR001376,Cummings LLC,2025-05-18,2025-05-10,302,247,340B
85015-7082-87,OR001377,Jones-Baker,2025-05-12,2025-05-03,188,186,WAC
17338-3281-15,OR001378,"Rosales, Delacruz and Robles",2025-05-05,2025-05-24,204,374,340B
33479-5759-31,OR001379,Coleman Inc,2025-05-27,2025-05-26,291,222,GPO
78103-1224-15,OR001380,"Brown, Cruz and Parrish",2025-05-22,2025-05-18,173,377,GPO
22591-9535-74,OR001381,"Knight, Williams and Singh",2025-05-27,2025-05-01,183,442,GPO
31085-8218-84,OR001382,Mitchell-Whitehead,2025-05-17,2025-05-27,189,254,WAC
49555-2506-22,OR001383,Clayton Inc,2025-05-27,2025-05-11,142,307,GPO
48422-3726-45,OR001384,"Bennett, Stevenson and Rivers",2025-05-01,2025-05-23,459,248,WAC
38824-8929-37,OR001385,Frost-Moore,2025-05-14,2025-05-15,380,194,340B
57442-4336-98,OR001386,"Hopkins, Lamb and Small",2025-05-28,2025-05-22,487,135,GPO
74339-5473-28,OR001387,"Woods, Choi and Rogers",2025-05-13,2025-05-02,451,333,GPO
95919-2035-25,OR001388,Little Ltd,2025-05-28,2025-05-28,366,426,GPO
77809-1449-35,OR001389,Tran-Bryant,2025-05-20,2025-05-17,391,84,WAC
48277-1347-90,OR001390,Rodriguez-Martin,2025-05-27,2025-05-10,397,167,WAC
97999-4436-64,OR001391,Lewis Ltd,2025-05-19,2025-05-04,410,440,WAC
50012-1841-19,OR001392,Lane and Sons,2025-05-14,2025-05-22,455,187,340B
80778-6245-40,OR001393,"Farrell, Werner and Haney",2025-05-11,2025-05-22,466,444,WAC
80778-6245-40,OR001394,"White, Campbell and Hayes",2025-05-18,2025-05-11,181,314,340B
66345-4262-43,OR001395,"Bailey, Leon and Brown",2025-05-05,2025-05-05,282,240,GPO
19461-5386-55,OR001396,Erickson-Woods,2025-05-07,2025-05-14,388,207,WAC
55336-7003-35,OR001397,"Hill, Smith and Woodard",2025-05-13,2025-05-04,245,294,WAC
70493-5813-63,OR001398,"Jones, Turner and Hayden",2025-05-11,2025-05-02,430,150,GPO
82365-5121-73,OR001399,Turner Ltd,2025-05-24,2025-05-27,451,174,340B
54289-7762-61,OR001400,Chandler and Sons,2025-05-02,2025-05-14,399,186,GPO
46368-6666-10,OR001401,Brown Ltd,2025-05-03,2025-05-18,293,480,WAC
26343-9665-81,OR001402,Atkins-Brewer,2025-05-14,2025-05-02,127,241,GPO
11730-1910-67,OR001403,Spencer Group,2025-05-02,2025-05-13,395,363,340B
29909-7228-16,OR001404,Martinez Inc,2025-05-16,2025-05-14,285,316,340B
19570-3571-86,OR001405,Watkins Ltd,2025-05-01,2025-05-26,414,343,WAC
16541-9626-36,OR001406,"Everett, Owens and Thompson",2025-05-17,2025-05-26,352,118,WAC
73604-7811-86,OR001407,Patterson-Austin,2025-05-03,2025-05-23,398,348,340B
36915-6203-49,OR001408,Stone-Rodriguez,2025-05-27,2025-05-13,459,140,GPO
32533-7259-96,OR001409,Jackson-Myers,2025-05-21,2025-05-04,294,311,WAC
16541-9626-36,OR001410,Fitzpatrick-Fisher,2025-05-01,2025-05-02,124,156,GPO
78572-5008-66,OR001411,"Hill, Mcclain and Wolfe",2025-05-03,2025-05-01,454,414,WAC
80345-6736-20,OR001412,Washington Inc,2025-05-06,2025-05-12,278,478,WAC
71307-2488-64,OR001413,Fuentes Ltd,2025-05-25,2025-05-08,102,351,GPO
86986-6354-33,OR001414,Anderson and Sons,2025-05-13,2025-05-17,305,167,GPO
31179-7457-81,OR001415,Thomas LLC,2025-05-19,2025-05-18,159,126,WAC
95153-5139-60,OR001416,"King, Wood and Kelley",2025-05-18,2025-05-22,440,187,340B
69478-4639-84,OR001417,"Marquez, Williams and Williams",2025-05-22,2025-05-28,269,231,WAC
58934-7704-99,OR001418,Goodman-Garrison,2025-05-25,2025-05-26,398,206,GPO
32965-3980-43,OR001419,"Sherman, Snyder and Hopkins",2025-05-06,2025-05-16,319,397,WAC
46408-6119-55,OR001420,Wade Inc,2025-05-15,2025-05-25,101,433,GPO
98770-4276-66,OR001421,Ramos Ltd,2025-05-08,2025-05-17,224,296,WAC
33751-2823-76,OR001422,"Ali, Ferguson and Lee",2025-05-23,2025-05-05,152,273,340B
30763-2625-77,OR001423,Ibarra-Hodge,2025-05-06,2025-05-26,196,112,340B
61316-4770-72,OR001424,"Buck, Miller and Ellis",2025-05-26,2025-05-02,218,261,GPO
70312-8718-29,OR001425,Ingram-Blake,2025-05-03,2025-05-06,374,336,340B
61069-4330-26,OR001426,Shields Ltd,2025-05-08,2025-05-27,181,88,340B
33125-9779-38,OR001427,Chung and Sons,2025-05-13,2025-05-05,358,327,GPO
29702-9239-34,OR001428,Wise Inc,2025-05-27,2025-05-08,331,335,WAC
24830-9928-67,OR001429,Jones-Jackson,2025-05-16,2025-05-07,329,91,GPO
75859-5946-44,OR001430,Nunez-Levy,2025-05-20,2025-05-24,312,324,WAC
57442-4336-98,OR001431,"Clark, White and Aguilar",2025-05-27,2025-05-26,216,186,340B
48460-9254-16,OR001432,Villa-Jackson,2025-05-15,2025-05-23,315,220,340B
88131-6543-45,OR001433,Cobb Inc,2025-05-28,2025-05-08,214,206,GPO
73716-6575-66,OR001434,"Griffin, Wade and Anderson",2025-05-01,2025-05-04,425,415,GPO
68279-3029-90,OR001435,"Lewis, Thompson and Adams",2025-05-20,2025-05-12,275,245,WAC
53828-8546-76,OR001436,"Obrien, Johnson and Holt",2025-05-03,2025-05-18,442,476,WAC
87362-1261-65,OR001437,Vincent Ltd,2025-05-23,2025-05-06,440,149,GPO
10783-5396-38,OR001438,"Reeves, Hayes and Singh",2025-05-05,2025-05-10,477,439,340B
27692-5074-96,OR001439,"Gardner, Franklin and Bryant",2025-05-23,2025-05-03,344,391,GPO
83710-2812-95,OR001440,Grimes Ltd,2025-05-20,2025-05-03,407,472,WAC
32663-6889-19,OR001441,Wagner-Osborn,2025-05-08,2025-05-10,120,127,GPO
13258-1543-89,OR001442,"Farrell, Arias and Vance",2025-05-17,2025-05-23,394,382,340B
32989-1329-16,OR001443,Schwartz-Williams,2025-05-07,2025-05-04,347,123,340B
69172-5094-19,OR001444,Cunningham LLC,2025-05-27,2025-05-28,288,300,340B
45581-4539-45,OR001445,"Myers, Oneill and Martin",2025-05-12,2025-05-25,200,419,GPO
84482-7202-14,OR001446,Watkins-Clark,2025-05-28,2025-05-01,411,223,GPO
51160-2130-78,OR001447,Henry Inc,2025-05-16,2025-05-04,315,181,340B
89460-7841-12,OR001448,Blanchard LLC,2025-05-10,2025-05-23,368,246,WAC
45880-1586-65,OR001449,"Ramos, White and Fletcher",2025-05-20,2025-05-25,377,367,340B
62580-7273-70,OR001450,Gordon-Lynch,2025-05-23,2025-05-08,236,130,GPO
70087-9641-30,OR001451,Hodges-Brown,2025-05-06,2025-05-19,497,217,GPO
16684-9059-53,OR001452,Smith Ltd,2025-05-13,2025-05-03,145,344,WAC
19906-6626-53,OR001453,Camacho-Gordon,2025-05-12,2025-05-09,236,493,340B
72399-7465-87,OR001454,Lloyd-Vega,2025-05-14,2025-05-26,170,157,GPO
18520-9105-96,OR001455,Mccarthy and Sons,2025-05-28,2025-05-24,399,179,GPO
13759-2236-43,OR001456,Haynes-Reilly,2025-05-14,2025-05-26,481,322,GPO
86533-6291-42,OR001457,Sawyer Group,2025-05-11,2025-05-23,170,123,WAC
69478-4639-84,OR001458,Myers LLC,2025-05-01,2025-05-04,260,425,340B
12034-5397-25,OR001459,Brooks Ltd,2025-05-23,2025-05-03,435,252,GPO
85960-5939-38,OR001460,Woods-Green,2025-05-03,2025-05-23,209,327,340B
17079-9360-89,OR001461,Compton Inc,2025-05-02,2025-05-05,386,146,WAC
51803-1585-43,OR001462,"Henry, Hill and Nelson",2025-05-16,2025-05-24,432,121,340B
70087-9641-30,OR001463,Parker-Baker,2025-05-28,2025-05-16,128,320,WAC
34278-9373-14,OR001464,Suarez Ltd,2025-05-25,2025-05-21,307,290,WAC
48635-6023-14,OR001465,Brooks Group,2025-05-12,2025-05-15,107,176,WAC
19082-2372-95,OR001466,"West, Gillespie and Porter",2025-05-17,2025-05-21,238,384,340B
74625-5522-91,OR001467,Scott-Espinoza,2025-05-12,2025-05-02,241,125,WAC
40538-6751-65,OR001468,"Wise, Robertson and Quinn",2025-05-28,2025-05-26,303,393,340B
80831-8102-90,OR001469,Rogers-Reese,2025-05-01,2025-05-20,363,255,340B
59997-6478-98,OR001470,"Armstrong, Griffin and Saunders",2025-05-18,2025-05-07,352,302,340B
13258-1543-89,OR001471,Griffith Ltd,2025-05-17,2025-05-08,217,447,GPO
69172-5094-19,OR001472,"Williams, Yang and Phillips",2025-05-01,2025-05-09,304,404,340B
51810-3092-81,OR001473,"Webb, Medina and Mahoney",2025-05-19,2025-05-17,289,441,GPO
53880-5746-53,OR001474,Rocha Ltd,2025-05-08,2025-05-15,408,299,WAC
24830-9928-67,OR001475,Stuart-Robinson,2025-05-19,2025-05-02,455,270,340B
57509-5465-31,OR001476,"Smith, Jones and Johnson",2025-05-24,2025-05-01,430,314,340B
70488-2496-33,OR001477,Phillips Ltd,2025-05-08,2025-05-05,340,275,340B
17142-7235-58,OR001478,Austin-Huynh,2025-05-22,2025-05-14,480,226,GPO
77363-3813-39,OR001479,"Bell, Silva and Stephenson",2025-05-02,2025-05-02,449,460,340B
76978-1189-83,OR001480,Lin Ltd,2025-05-15,2025-05-09,408,85,GPO
46408-6119-55,OR001481,Merritt-Simmons,2025-05-10,2025-05-10,243,126,GPO
38824-8929-37,OR001482,Jackson LLC,2025-05-22,2025-05-22,394,233,GPO
33186-6346-96,OR001483,"Smith, Schmitt and Page",2025-05-26,2025-05-23,377,489,GPO
23298-2454-91,OR001484,"Salinas, Norton and Torres",2025-05-27,2025-05-09,265,109,340B
73988-7647-45,OR001485,Underwood and Sons,2025-05-10,2025-05-25,282,279,340B
12890-9776-38,OR001486,"Hernandez, Brown and Aguilar",2025-05-10,2025-05-14,232,305,GPO
57932-2274-56,OR001487,Smith-Delgado,2025-05-11,2025-05-02,254,142,GPO
30706-5961-36,OR001488,Sutton Group,2025-05-23,2025-05-22,273,482,GPO
46368-6666-10,OR001489,Hall PLC,2025-05-28,2025-05-15,305,400,WAC
36709-2829-99,OR001490,Baker-Johnson,2025-05-19,2025-05-08,374,85,WAC
57234-4373-41,OR001491,"Miranda, Haley and Benson",2025-05-16,2025-05-23,395,260,340B
69478-4639-84,OR001492,Mcmahon Ltd,2025-05-16,2025-05-16,134,433,340B
87362-1261-65,OR001493,Guzman-Hill,2025-05-14,2025-05-11,473,147,WAC
79833-2829-70,OR001494,Park Ltd,2025-05-24,2025-05-17,439,254,WAC
84723-2258-45,OR001495,"Phillips, Pitts and Kelly",2025-05-25,2025-05-13,211,485,GPO
70312-8718-29,OR001496,Gutierrez-Wilson,2025-05-09,2025-05-24,496,362,340B
79833-2829-70,OR001497,Johnson-Cordova,2025-05-01,2025-05-19,404,365,340B
52952-5612-11,OR001498,Blackburn PLC,2025-05-10,2025-05-05,197,425,WAC
26803-2029-19,OR001499,Lara Ltd,2025-05-04,2025-05-13,107,148,WAC
38983-9365-16,OR001500,Mccoy-Carter,2025-05-25,2025-05-24,380,384,WAC
66559-2856-97,OR001501,Sanchez-Snyder,2025-05-24,2025-05-16,175,245,340B
63673-4111-95,OR001502,Martin PLC,2025-05-17,2025-05-11,495,156,340B
64466-4027-31,OR001503,Edwards-Hughes,2025-05-17,2025-05-09,176,144,WAC
37202-8299-35,OR001504,"Johnson, Pitts and Hansen",2025-05-04,2025-05-26,200,428,WAC
19626-4924-78,OR001505,"Scott, Moore and Harris",2025-05-17,2025-05-05,107,101,WAC
68279-3029-90,OR001506,"Johnson, Russo and Rhodes",2025-05-25,2025-05-26,492,439,GPO
90108-6783-28,OR001507,Miller PLC,2025-05-24,2025-05-06,123,207,GPO
39464-6500-89,OR001508,Thomas Group,2025-05-16,2025-05-14,470,420,340B
64155-1565-83,OR001509,"Owen, Simpson and Ochoa",2025-05-07,2025-05-04,234,192,340B
86134-8890-39,OR001510,Park-Turner,2025-05-28,2025-05-20,162,429,GPO
97981-9753-58,OR001511,Thompson-Owens,2025-05-01,2025-05-03,382,447,GPO
13645-7152-38,OR001512,Taylor LLC,2025-05-04,2025-05-12,247,378,340B
68100-9474-14,OR001513,Sims-Porter,2025-05-18,2025-05-02,337,238,GPO
13966-8522-20,OR001514,Walker-Stevenson,2025-05-25,2025-05-12,192,483,WAC
55405-1997-75,OR001515,"Lucero, Warner and Orozco",2025-05-18,2025-05-26,253,449,GPO
36742-7131-77,OR001516,Gonzalez-Fowler,2025-05-18,2025-05-12,387,126,340B
73289-9331-44,OR001517,Mckay LLC,2025-05-13,2025-05-24,420,350,340B
89396-3878-62,OR001518,Murray-Scott,2025-05-23,2025-05-12,309,179,WAC
80829-5376-93,OR001519,Lozano Group,2025-05-16,2025-05-16,137,379,GPO
41083-1284-27,OR001520,Jones Ltd,2025-05-20,2025-05-20,412,134,GPO
28338-6319-30,OR001521,Ochoa-Allen,2025-05-20,2025-05-06,296,477,GPO
66846-5233-34,OR001522,Reed Inc,2025-05-13,2025-05-15,123,490,340B
36688-3617-30,OR001523,Richards-Jones,2025-05-17,2025-05-26,449,307,WAC
33479-5759-31,OR001524,"Wheeler, Diaz and Williams",2025-05-20,2025-05-04,274,288,WAC
29702-9239-34,OR001525,"Pearson, Walker and Holloway",2025-05-16,2025-05-07,354,106,340B
15893-8006-79,OR001526,Chen LLC,2025-05-12,2025-05-20,481,120,GPO
78613-2121-58,OR001527,Madden Group,2025-05-09,2025-05-01,482,348,WAC
31586-6516-50,OR001528,Taylor PLC,2025-05-09,2025-05-18,306,377,340B
46773-1035-12,OR001529,"Wright, Henry and Zuniga",2025-05-09,2025-05-26,297,191,340B
75250-3796-11,OR001530,Ferguson Group,2025-05-08,2025-05-28,318,216,WAC
25913-3240-37,OR001531,Walters-Stewart,2025-05-19,2025-05-20,145,90,340B
19860-1261-14,OR001532,Ross-Scott,2025-05-04,2025-05-13,111,298,340B
96466-1897-26,OR001533,"Lewis, Mitchell and Figueroa",2025-05-07,2025-05-28,321,467,GPO
34278-9373-14,OR001534,Johnson Group,2025-05-07,2025-05-19,477,186,340B
90449-8632-27,OR001535,Garcia Ltd,2025-05-19,2025-05-03,353,98,GPO
50397-6873-30,OR001536,Howard Inc,2025-05-01,2025-05-08,234,397,340B
